# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AFUB_019830	AFUB_019830	AFUB_019830-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_019840	AFUB_019840	AFUB_019840-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_019850	AFUB_019850	AFUB_019850-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_019860	AFUB_019860	AFUB_019860-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_020520	AFUB_020520	AFUB_020520-T	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFUB_020530	AFUB_020530	AFUB_020530-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_020540	AFUB_020540	AFUB_020540-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_020550	AFUB_020550	AFUB_020550-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_021410	AFUB_021410	AFUB_021410-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_021420	AFUB_021420	AFUB_021420-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AFUB_021430	AFUB_021430	AFUB_021430-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_021440	AFUB_021440	AFUB_021440-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_021500	AFUB_021500	AFUB_021500-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_021510	AFUB_021510	AFUB_021510-T	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFUB_021520	AFUB_021520	AFUB_021520-T	protein_coding	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3
AFUB_021530	AFUB_021530	AFUB_021530-T	protein_coding	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
AFUB_021540	AFUB_021540	AFUB_021540-T	protein_coding	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1
AFUB_021550	AFUB_021550	AFUB_021550-T	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AFUB_021560	AFUB_021560	AFUB_021560-T	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFUB_021570	AFUB_021570	AFUB_021570-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_021580	AFUB_021580	AFUB_021580-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_021820	AFUB_021820	AFUB_021820-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_021830	AFUB_021830	AFUB_021830-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFUB_021840	AFUB_021840	AFUB_021840-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_021850	AFUB_021850	AFUB_021850-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_022390	AFUB_022390	AFUB_022390-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_022400	AFUB_022400	AFUB_022400-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_022410	AFUB_022410	AFUB_022410-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AFUB_023010	AFUB_023010	AFUB_023010-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_023020	AFUB_023020	AFUB_023020-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_023030	AFUB_023030	AFUB_023030-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_023410	AFUB_023410	AFUB_023410-T	protein_coding	0	0	0	22	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
AFUB_023480	AFUB_023480	AFUB_023480-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_023490	AFUB_023490	AFUB_023490-T	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
AFUB_023500	AFUB_023500	AFUB_023500-T	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
AFUB_023920	AFUB_023920	AFUB_023920-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_024010	AFUB_024010	AFUB_024010-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_024020	AFUB_024020	AFUB_024020-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_024030	AFUB_024030	AFUB_024030-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_024040	AFUB_024040	AFUB_024040-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_024390	AFUB_024390	AFUB_024390-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AFUB_024700	AFUB_024700	AFUB_024700-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_024710	AFUB_024710	AFUB_024710-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_024720	AFUB_024720	AFUB_024720-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFUB_024730	AFUB_024730	AFUB_024730-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_024930	AFUB_024930	AFUB_024930-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_024940	AFUB_024940	AFUB_024940-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_024950	AFUB_024950	AFUB_024950-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_025400	AFUB_025400	AFUB_025400-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_025410	AFUB_025410	AFUB_025410-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_025420	AFUB_025420	AFUB_025420-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_025430	AFUB_025430	AFUB_025430-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_025440	AFUB_025440	AFUB_025440-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_025790	AFUB_025790	AFUB_025790-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_025800	AFUB_025800	AFUB_025800-T	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AFUB_025810	AFUB_025810	AFUB_025810-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_026630	AFUB_026630	AFUB_026630-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_026640	AFUB_026640	AFUB_026640-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_026650	AFUB_026650	AFUB_026650-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_026940	AFUB_026940	AFUB_026940-T	protein_coding	0	0	2	6	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	3
AFUB_026950	AFUB_026950	AFUB_026950-T	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
AFUB_027170	AFUB_027170	AFUB_027170-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_027180	AFUB_027180	AFUB_027180-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_027190	AFUB_027190	AFUB_027190-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_027200	AFUB_027200	AFUB_027200-T	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
AFUB_027210	AFUB_027210	AFUB_027210-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_027220	AFUB_027220	AFUB_027220-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_027230	AFUB_027230	AFUB_027230-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_027240	AFUB_027240	AFUB_027240-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_027330	AFUB_027330	AFUB_027330-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_027340	AFUB_027340	AFUB_027340-T	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AFUB_027350	AFUB_027350	AFUB_027350-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_027360	AFUB_027360	AFUB_027360-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_027530	AFUB_027530	AFUB_027530-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_027540	AFUB_027540	AFUB_027540-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_028930	AFUB_028930	AFUB_028930-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_028939	AFUB_028939	AFUB_028939-T	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
AFUB_028940	AFUB_028940	AFUB_028940-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_028950	AFUB_028950	AFUB_028950-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_029890	AFUB_029890	AFUB_029890-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_029900	AFUB_029900	AFUB_029900-T	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AFUB_029910	AFUB_029910	AFUB_029910-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_029920	AFUB_029920	AFUB_029920-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_029930	AFUB_029930	AFUB_029930-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_029950	AFUB_029950	AFUB_029950-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_029960	AFUB_029960	AFUB_029960-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_029970	AFUB_029970	AFUB_029970-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_029980	AFUB_029980	AFUB_029980-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_029990	AFUB_029990	AFUB_029990-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_030000	AFUB_030000	AFUB_030000-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_030220	AFUB_030220	AFUB_030220-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_030230	AFUB_030230	AFUB_030230-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_030240	AFUB_030240	AFUB_030240-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_030250	AFUB_030250	AFUB_030250-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_030260	AFUB_030260	AFUB_030260-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_030270	AFUB_030270	AFUB_030270-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_030480	AFUB_030480	AFUB_030480-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_030490	AFUB_030490	AFUB_030490-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_030500	AFUB_030500	AFUB_030500-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_030510	AFUB_030510	AFUB_030510-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFUB_030520	AFUB_030520	AFUB_030520-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_030530	AFUB_030530	AFUB_030530-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_030540	AFUB_030540	AFUB_030540-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_030660	AFUB_030660	AFUB_030660-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_030670	AFUB_030670	AFUB_030670-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_030810	AFUB_030810	AFUB_030810-T	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AFUB_030820	AFUB_030820	AFUB_030820-T	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFUB_030830	AFUB_030830	AFUB_030830-T	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
AFUB_030840	AFUB_030840	AFUB_030840-T	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AFUB_030890	AFUB_030890	AFUB_030890-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_030900	AFUB_030900	AFUB_030900-T	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFUB_030910	AFUB_030910	AFUB_030910-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_031430	AFUB_031430	AFUB_031430-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_031440	AFUB_031440	AFUB_031440-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_031450	AFUB_031450	AFUB_031450-T	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFUB_031460	AFUB_031460	AFUB_031460-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_031470	AFUB_031470	AFUB_031470-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_032030	AFUB_032030	AFUB_032030-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_032040	AFUB_032040	AFUB_032040-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_032050	AFUB_032050	AFUB_032050-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_032060	AFUB_032060	AFUB_032060-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_032070	AFUB_032070	AFUB_032070-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_032970	AFUB_032970	AFUB_032970-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_032980	AFUB_032980	AFUB_032980-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_032990	AFUB_032990	AFUB_032990-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_033000	AFUB_033000	AFUB_033000-T	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AFUB_033010	AFUB_033010	AFUB_033010-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_033020	AFUB_033020	AFUB_033020-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_033030	AFUB_033030	AFUB_033030-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_033740	AFUB_033740	AFUB_033740-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_033750	AFUB_033750	AFUB_033750-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_033760	AFUB_033760	AFUB_033760-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_033860	AFUB_033860	AFUB_033860-T	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AFUB_033870	AFUB_033870	AFUB_033870-T	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFUB_033880	AFUB_033880	AFUB_033880-T	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
AFUB_033890	AFUB_033890	AFUB_033890-T	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AFUB_034810	AFUB_034810	AFUB_034810-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_034820	AFUB_034820	AFUB_034820-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_035140	AFUB_035140	AFUB_035140-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_035149	AFUB_035149	AFUB_035149-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_035150	AFUB_035150	AFUB_035150-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_035250	AFUB_035250	AFUB_035250-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_035260	AFUB_035260	AFUB_035260-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_035330	AFUB_035330	AFUB_035330-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_035880	AFUB_035880	AFUB_035880-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_035890	AFUB_035890	AFUB_035890-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_035900	AFUB_035900	AFUB_035900-T	protein_coding	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AFUB_035910	AFUB_035910	AFUB_035910-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_035920	AFUB_035920	AFUB_035920-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_035980	AFUB_035980	AFUB_035980-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_035990	AFUB_035990	AFUB_035990-T	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFUB_036000	AFUB_036000	AFUB_036000-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_036010	AFUB_036010	AFUB_036010-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_036020	AFUB_036020	AFUB_036020-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_036360	AFUB_036360	AFUB_036360-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_036370	AFUB_036370	AFUB_036370-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_036380	AFUB_036380	AFUB_036380-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_036390	AFUB_036390	AFUB_036390-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_036400	AFUB_036400	AFUB_036400-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_037830	AFUB_037830	AFUB_037830-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_037840	AFUB_037840	AFUB_037840-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_037850	AFUB_037850	AFUB_037850-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_037860	AFUB_037860	AFUB_037860-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_038200	AFUB_038200	AFUB_038200-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_038210	AFUB_038210	AFUB_038210-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_038220	AFUB_038220	AFUB_038220-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_038800	AFUB_038800	AFUB_038800-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AFUB_038810	AFUB_038810	AFUB_038810-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_038820	AFUB_038820	AFUB_038820-T	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AFUB_038830	AFUB_038830	AFUB_038830-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_038840	AFUB_038840	AFUB_038840-T	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AFUB_039150	AFUB_039150	AFUB_039150-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_039160	AFUB_039160	AFUB_039160-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AFUB_039170	AFUB_039170	AFUB_039170-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_039180	AFUB_039180	AFUB_039180-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_039510	AFUB_039510	AFUB_039510-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_039520	AFUB_039520	AFUB_039520-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_039530	AFUB_039530	AFUB_039530-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_039700	AFUB_039700	AFUB_039700-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_039710	AFUB_039710	AFUB_039710-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AFUB_039720	AFUB_039720	AFUB_039720-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_040440	AFUB_040440	AFUB_040440-T	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AFUB_040450	AFUB_040450	AFUB_040450-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_040460	AFUB_040460	AFUB_040460-T	protein_coding	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_040470	AFUB_040470	AFUB_040470-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_040480	AFUB_040480	AFUB_040480-T	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AFUB_040840	AFUB_040840	AFUB_040840-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AFUB_040850	AFUB_040850	AFUB_040850-T	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AFUB_040870	AFUB_040870	AFUB_040870-T	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
